https://osgeo.geolexica.org/api/geolexica#date_accepted,For relating date accepted info values.,osgeo:date_accepted property,http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/2001/XMLSchema#date,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#Source,Class for referencing authoritative sources of term definitions.@en,Source of Authority Documents,http://www.w3.org/2002/07/owl#Class,,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#lineage_source_similarity,For relating lineage source similarity info values.,osgeo:lineage_source_similarity property,http://www.w3.org/2002/07/owl#DatatypeProperty,,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#ConceptReview,"Review information for concepts: review date, decision, decision event, notes, and review status.@en",Concept Review,http://www.w3.org/2002/07/owl#Class,,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#Origin,Class for referencing language registries.@en,Origin of Language Registry,http://www.w3.org/2002/07/owl#Class,,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#review_decision_date,For relating review decision date values.,osgeo:review_decision_date property,http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/2001/XMLSchema#date,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#DefnUnavail,Class for noting missing definitions.@en,Definition Unavailable in Language,http://www.w3.org/2002/07/owl#Class,,,https://osgeo.geolexica.org/api/geolexica#Note,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#ConceptInfo,"Information for each concept: authoritative source, clause, classification, date amended, date accepted, and entry status.@en",Concept Info,http://www.w3.org/2002/07/owl#Class,,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#hasLDAPI,For relating concept to linked data api.,osgeo:hasLDAPI,http://www.w3.org/2002/07/owl#ObjectProperty,https://osgeo.geolexica.org/api/geolexica#LinkedDataAPI,http://www.w3.org/2004/02/skos/core#Concept,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#tbxisoxmlURI,For relating tbxisoxmlURI values.,osgeo:tbxisoxmlURI property,http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/api/geolexica#TBX-ISO-XML,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#review_indicator,For relating review indicator values.,osgeo:review_indicator property,http://www.w3.org/2002/07/owl#DatatypeProperty,,,,,,,,,,,,,,,,,
http://www.w3.org/2001/XMLSchema#string,,,http://www.w3.org/2000/01/rdf-schema#Datatype,,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#classification,For relating term info classification.,osgeo:classification property,http://www.w3.org/2002/07/owl#DatatypeProperty,,,,,,,,,,,,,,,,,
