subject,http://purl.org/dc/terms/source,http://purl.org/dc/terms/description,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/2000/01/rdf-schema#comment,http://purl.org/vocab/vann/preferredNamespacePrefix,http://purl.org/vocab/vann/preferredNamespaceUri,http://purl.org/dc/terms/modified,http://purl.org/dc/terms/conformsTo,http://www.w3.org/2002/07/owl#imports,http://www.w3.org/2002/07/owl#versionIRI,http://purl.org/dc/terms/license,http://purl.org/dc/terms/created
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#SOA-RAF,,,SOA-RAF,http://www.w3.org/2002/07/owl#NamedIndividual,SOA-RAF@en,Need source URI@en,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#UML-1x,https://www.omg.org/spec/UML/1.1/^^http://www.w3.org/2001/XMLSchema#anyURI,"The Unified Modeling Language (UML) is a language for specifying, constructing, visualizing, and documenting the artifacts of a software-intensive system.@en",Unified Modeling Language 1.x,http://www.w3.org/2002/07/owl#NamedIndividual,UML 1@en,Earliest 1.x version: https://www.omg.org/spec/UML/1.1/@en,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19160-2017,https://www.iso.org/standard/64242.html^^http://www.w3.org/2001/XMLSchema#anyURI,Addressing — Part 4: International postal address components and template language@en,ISO 19160-4:2017,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19114-2003,https://www.iso.org/standard/26019.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Quality evaluation procedures@en,ISO 19114:2003,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19134-2007,https://www.iso.org/standard/32552.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Location-based services — Multimodal routing and navigation@en,ISO 19134:2007,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19136-1-2020,https://www.iso.org/standard/75676.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Geography Markup Language (GML) — Part 1: Fundamentals@en,ISO 19136-1:2020,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19131-2007,https://www.iso.org/standard/36760.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Data product specifications@en,ISO 19131:2007,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-9000-2005,https://www.iso.org/standard/42180.html^^http://www.w3.org/2001/XMLSchema#anyURI,Quality management systems — Fundamentals and vocabulary@en,ISO 9000:2005,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19119-2016,https://www.iso.org/standard/59221.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Services@en,ISO 19119:2016,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-12620-1999,https://www.iso.org/standard/2517.html^^http://www.w3.org/2001/XMLSchema#anyURI,Computer applications in terminology — Data categories@en,ISO 12620:1999,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-8601-2000,https://www.iso.org/standard/26780.html^^http://www.w3.org/2001/XMLSchema#anyURI,Data elements and interchange formats — Information interchange — Representation of dates and times@en,ISO 8601:2000,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19123-2005,https://www.iso.org/standard/40121.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Schema for coverage geometry and functions@en,ISO 19123:2005,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19150-2019,https://www.iso.org/standard/72177.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Ontology — Part 4: Service ontology@en,ISO 19150-4:2019,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-IEC-2382-1999,https://www.iso.org/standard/7257.html^^http://www.w3.org/2001/XMLSchema#anyURI,Information technology — Vocabulary — Part 15: Programming languages@en,ISO/IEC 2382-15:1999,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19115-2003,https://www.iso.org/standard/26020.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Metadata@en,ISO 19115:2003,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
