concept,prefLabel,label
https://isotc211.geolexica.org/api/concepts#access_rights_info,información de los derechos de acceso ,access rights information
https://isotc211.geolexica.org/api/concepts#quality2,calidad,quality
https://isotc211.geolexica.org/api/concepts#GML_application_schema2,esquema de aplicación GML,GML application schema
https://isotc211.geolexica.org/api/concepts#geometric_dimension_1,dimension geométrica,geometric dimension
https://isotc211.geolexica.org/api/concepts#accuracy2,exactitud,accuracy
https://isotc211.geolexica.org/api/concepts#Linear_Referencing_System2,Sistema de Referencia Lineal,Linear Referencing System
https://isotc211.geolexica.org/api/concepts#item2,Ítem,item
https://isotc211.geolexica.org/api/concepts#computational_viewpoint2,punto de vista computacional,computational viewpoint
https://isotc211.geolexica.org/api/concepts#portrayal_catalogue2,catálogo de representación,portrayal catalogue
https://isotc211.geolexica.org/api/concepts#portrayal_rule2,regla de representación,portrayal rule
https://isotc211.geolexica.org/api/concepts#dataset_series2,serie de conjuntos de datos,dataset series
https://isotc211.geolexica.org/api/concepts#resource2,recurso,resource
https://isotc211.geolexica.org/api/concepts#conformance_quality_level2,nivel de calidad de conformidad,conformance quality level
https://isotc211.geolexica.org/api/concepts#provenance2,procedencia,provenance
https://isotc211.geolexica.org/api/concepts#framework2,marco,framework
https://isotc211.geolexica.org/api/concepts#mean_sea_level2,nivel medio del mar,mean sea level
https://isotc211.geolexica.org/api/concepts#metadata2,metadatos,metadata
https://isotc211.geolexica.org/api/concepts#precision2,precisión,precision
https://isotc211.geolexica.org/api/concepts#domain_general_vocab2,dominio (vocabulario general),domain (general vocabulary)
https://isotc211.geolexica.org/api/concepts#locale2,contexto,locale
https://isotc211.geolexica.org/api/concepts#flattening2,achatamiento,flattening
https://isotc211.geolexica.org/api/concepts#inheritance2,herencia,inheritance
https://isotc211.geolexica.org/api/concepts#altitude2,altitud ortométrica,altitude
https://isotc211.geolexica.org/api/concepts#quality3,calidad,quality
